Country,Year,Meningitis,Neoplasms,Malaria,Drowning,Interpersonal_violence,HIV,Drug_use_disorders,Road_injuries,Maternal_disorders,Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Alcohol_use_disorders,Diarrheal,Nutritional_deficiencies,Self-harm,Diabetes_mellitus,Poisonings,Cardiovascular,Kidney_disease,Respiratory_diseases,Liver_diseases,Digestive_diseases,Alzheimer_disease,Parkinson_disease,Total_death_per_year
Singapore,2010,7,5220,0,22,33,38,11,210,2,2319,10,21,1,465,250,3,5523,468,587,201,450,781,148,16770
Singapore,2011,7,5401,0,21,29,22,12,206,3,2412,10,23,1,464,224,3,5536,507,585,208,461,833,155,17123
Singapore,2012,6,5651,0,21,22,43,13,205,2,2550,11,24,1,476,185,3,5674,565,596,214,477,902,165,17806
Singapore,2013,5,5792,0,20,22,49,13,198,1,2687,11,27,1,470,166,3,5747,602,599,219,490,980,174,18276
Singapore,2017,4,6378,0,17,26,37,15,172,1,3166,12,34,2,445,149,3,6225,717,657,237,544,1293,213,20347
Singapore,2018,5,6697,0,17,24,36,15,170,2,3331,13,35,2,452,166,3,6534,734,709,245,569,1383,226,21368
Singapore,2019,5,7001,0,17,25,36,16,168,2,3471,13,36,2,464,179,3,6810,758,750,253,592,1477,237,22315
South Korea,2009,82,79319,3,831,1073,124,97,7562,70,7338,948,574,207,15720,11948,241,60867,5165,11645,9340,14022,10586,2087,239849
South Korea,2010,82,81484,3,809,1014,149,97,7402,69,8329,935,616,207,16061,11939,237,61041,5404,11733,9279,14147,11276,2269,244582
South Korea,2011,83,83001,3,783,949,153,96,7170,63,9429,922,662,211,15967,11944,229,61418,5645,11867,9188,14247,11972,2466,248468
South Korea,2012,86,85025,3,766,891,156,99,6981,57,10646,916,708,219,15705,12020,229,62289,5944,12135,9137,14406,12696,2698,253812
South Korea,2013,74,86168,2,742,843,146,101,6758,52,11568,917,743,224,15392,11777,214,62210,6131,12120,9070,14457,13286,2862,255857
South Korea,2014,65,87532,2,698,796,152,102,6563,48,12302,920,779,231,14978,11559,205,62372,6346,12260,9047,14589,13947,3017,258510
South Korea,2015,67,89310,2,670,761,128,105,6393,46,13250,924,818,246,14501,11449,197,63793,6642,12624,9073,14826,14730,3173,263728
South Korea,2016,71,91399,2,705,737,140,109,6293,43,13960,933,858,261,14189,11372,193,65446,6976,13045,9178,15148,15620,3304,269982
South Korea,2017,73,95571,2,660,738,140,108,6464,41,14692,955,906,280,14301,11839,199,69427,7306,13919,9579,15917,16679,3463,283259
South Korea,2018,75,99368,2,675,741,139,114,6655,40,15066,974,945,297,14431,12262,204,72918,7601,14561,9930,16576,17569,3575,294718
South Korea,2019,77,104176,2,691,746,138,119,6882,38,15635,997,991,318,14575,12862,212,77481,7979,15506,10356,17385,18451,3730,309347
Sri Lanka,2009,360,14688,0,983,881,67,119,3327,156,4092,397,1226,180,4384,10280,72,41249,4582,12916,4215,5137,2779,644,112935
Sri Lanka,2010,359,15052,0,930,789,67,110,3195,149,4133,374,1181,172,4112,10668,64,41638,4625,12980,4078,5004,2872,661,113215
Sri Lanka,2011,345,15694,0,952,768,71,116,3274,143,4292,369,1143,172,4209,11305,65,42725,4786,13327,4153,5086,2974,690,116659
Sri Lanka,2012,327,16154,0,942,730,72,113,3225,124,4384,350,1109,171,4111,11818,63,43078,4863,13542,4125,5058,3078,717,118154
Sri Lanka,2013,305,16487,0,904,699,70,107,3085,119,4416,319,1082,169,3936,12291,60,42539,4873,13566,4035,4958,3202,733,117955
Sri Lanka,2014,306,16939,0,906,694,65,111,3108,114,4521,335,1057,168,4002,12528,60,43726,5009,13635,4092,5022,3328,761,120490
Sri Lanka,2015,300,17140,0,918,708,59,117,3164,114,4500,346,1034,163,4153,12499,61,43675,5042,13376,4110,5037,3451,766,120736
Sri Lanka,2016,299,17592,0,915,723,54,121,3210,111,4570,362,1025,163,4265,12812,62,44323,5207,13476,4183,5123,3623,794,123013
Sri Lanka,2017,298,17984,0,919,732,47,124,3227,106,4629,374,1027,162,4329,12963,62,45150,5325,13559,4282,5242,3790,817,125149
Sri Lanka,2018,295,18197,0,932,758,41,130,3283,108,4602,384,1014,160,4433,12920,64,45162,5377,13348,4291,5251,3950,822,125522
Sri Lanka,2019,297,18724,0,928,768,38,134,3309,104,4699,398,1019,163,4425,13273,64,46577,5560,13597,4369,5350,4141,858,128795
Syria,2009,337,7250,0,213,439,24,153,2240,104,2848,66,197,121,406,1336,101,35856,2068,2920,1689,2178,1163,325,62034
Syria,2010,346,7625,0,221,453,23,121,2294,91,3015,62,190,113,415,1400,97,36958,2103,2882,1853,2352,1231,351,64196
Syria,2011,353,7828,0,215,405,22,136,2259,86,3113,62,182,118,398,1460,99,38157,2195,2957,1878,2391,1287,370,66134
Syria,2012,338,7910,0,197,356,22,134,2094,79,3028,61,167,116,364,1497,94,38753,2240,2963,1886,2402,1334,377,67289
Syria,2013,314,8002,0,181,316,21,132,1972,71,2900,60,151,111,338,1553,90,39821,2316,3001,1898,2423,1383,391,69013
Syria,2014,296,8054,0,170,294,19,132,1891,71,2760,59,141,106,322,1594,86,40377,2369,3006,1896,2424,1394,395,71168
Syria,2015,275,8046,0,158,281,17,131,1824,65,2573,59,131,100,311,1610,81,40295,2382,2966,1876,2399,1370,385,71259
Syria,2016,257,8168,0,151,278,15,135,1794,57,2463,59,124,97,305,1661,78,41409,2441,3014,1899,2430,1408,394,71447
Syria,2017,241,8363,0,144,310,13,140,1789,53,2385,59,119,97,303,1727,76,43031,2521,3098,1941,2486,1479,410,72811
Syria,2018,221,8571,0,140,287,13,146,1873,51,2321,60,117,93,309,1788,75,44400,2593,3175,1982,2542,1539,423,72719
Syria,2019,214,8784,0,137,300,14,153,1901,50,2284,61,117,92,320,1844,74,45682,2661,3249,2024,2596,1592,434,74583
Taiwan,2009,106,43589,0,592,503,175,275,4133,20,8859,298,73,107,4548,8892,92,31630,5497,7291,6597,10126,5515,1389,140307
Taiwan,2010,102,44851,0,550,395,156,277,4023,17,9358,332,84,108,4422,8750,85,32055,5703,7472,6524,10066,5831,1451,142612
Taiwan,2011,103,47452,0,551,335,225,296,4094,20,10126,370,101,112,4458,9032,81,33768,6097,7976,6737,10400,6165,1551,150050
Taiwan,2012,98,48236,0,531,348,200,310,3953,27,10430,394,112,111,4333,9020,79,34168,6274,8111,6584,10242,6462,1603,151626
Taiwan,2013,97,48769,0,500,333,176,327,3783,24,10631,417,118,107,4152,8962,74,34414,6408,8162,6416,10059,6744,1638,152311
Taiwan,2014,100,50916,0,496,334,177,362,3798,21,11384,440,130,109,4184,9350,74,36171,6824,8586,6557,10355,7122,1746,159236
Taiwan,2015,100,51068,0,484,309,167,389,3694,27,11717,451,136,106,4083,9334,70,36370,6938,8711,6420,10255,7457,1779,160065
Taiwan,2016,101,53194,0,494,296,209,422,3762,27,12544,458,143,114,4191,9866,72,38294,7425,9178,6660,10680,7826,1882,167838
Taiwan,2017,103,54237,0,499,329,183,450,3812,21,12726,437,137,120,4231,10369,75,39297,7685,9498,6901,11089,8121,1940,172260
Taiwan,2018,104,55455,0,506,339,176,487,3872,20,12776,427,133,122,4282,10809,77,39936,7924,9642,7092,11397,8385,1979,175940
Taiwan,2019,105,56953,0,508,343,171,518,3905,19,13067,415,131,126,4299,11324,78,41061,8248,9969,7287,11756,8755,2050,181088
Tajikistan,2009,283,4131,0,712,153,121,22,530,58,4074,183,1267,99,325,869,81,19459,227,1610,1609,2079,464,209,38565
Tajikistan,2010,255,4269,0,701,163,120,22,547,58,3985,178,1210,82,342,948,74,20311,247,1651,1675,2144,471,222,39679
Tajikistan,2011,230,4401,0,689,169,115,22,568,58,3919,172,1144,69,359,1034,67,20866,267,1661,1736,2200,481,230,40457
Tajikistan,2012,204,4477,0,667,176,107,22,582,56,3849,164,1100,56,374,1118,59,20958,289,1651,1786,2246,478,233,40655
Tajikistan,2013,177,4512,0,639,187,103,21,584,54,3762,153,1057,45,382,1194,51,20832,311,1625,1820,2270,476,231,40486
Tajikistan,2014,156,4642,0,619,194,101,21,600,52,3721,144,1016,37,398,1315,45,21285,342,1638,1885,2335,475,236,41258
Tajikistan,2015,137,4796,0,613,203,90,20,640,51,3640,135,926,30,416,1452,39,21852,377,1654,1956,2404,469,241,42153
Tajikistan,2016,117,4997,0,603,211,73,19,667,50,3538,126,877,23,443,1631,33,22500,425,1683,2052,2499,467,247,43283
Tajikistan,2017,123,5154,0,609,218,63,21,677,53,3473,134,867,25,446,1649,37,22601,416,1701,2099,2557,454,242,43620
Tajikistan,2018,123,5227,0,612,226,60,23,689,54,3346,141,840,25,453,1639,39,21923,407,1665,2135,2595,447,225,42894
Tajikistan,2019,125,5368,0,621,234,60,24,705,55,3279,147,820,25,464,1655,41,21856,405,1669,2188,2657,446,217,43061
Thailand,2009,1125,85440,124,5290,5266,16590,347,20110,459,17524,616,5128,738,7039,12370,219,86890,18294,21705,15293,25136,12485,2605,361063
Thailand,2010,1102,88792,131,5255,5154,16261,341,20167,438,18926,619,5190,745,7029,12761,213,89053,19223,21913,15863,26117,13132,2752,371331
Thailand,2011,1068,91007,99,5146,5100,16044,339,19972,409,20005,616,5214,734,6924,13018,205,89282,19926,21719,16249,26774,13732,2823,376557
Thailand,2012,1049,92723,70,5009,5127,16875,341,19786,398,21162,614,5251,740,6845,13451,199,89655,20412,21176,16649,27296,14401,2891,382329
Thailand,2013,1012,93810,81,4819,5050,19269,340,19174,364,22577,606,5322,765,6650,14081,191,90755,20993,20618,16968,27722,15192,2995,389609
Thailand,2014,1016,96260,68,4654,4164,20839,349,19246,352,24439,611,5478,794,6689,15059,151,93587,21975,20590,17545,28538,16083,3145,401824
Thailand,2015,1021,99068,7,4613,4167,21103,368,19379,322,26340,615,5664,824,6806,16137,153,96931,23039,20642,18077,29328,17050,3321,415091
Thailand,2016,1048,103557,6,4744,4165,20543,398,19839,316,28256,629,5849,865,7025,17385,157,102483,24491,21412,18827,30538,18144,3543,434340
Thailand,2017,1038,107299,2,4643,4118,19544,425,19726,297,29292,631,6014,909,7090,18017,156,106585,25365,22241,19105,31254,19228,3714,446765
Thailand,2018,1040,111493,2,4587,4097,18405,459,19589,288,30336,631,6110,953,7149,18847,156,111404,26453,23139,19343,31943,20380,3912,460716
Thailand,2019,1037,115544,1,4519,4035,17215,486,19541,282,31037,634,6211,992,7107,19570,155,115830,27446,23925,19603,32635,21553,4082,473440
Timor,2009,36,525,320,58,23,247,1,100,66,556,5,254,86,37,117,3,1477,148,343,149,312,61,18,4942
Timor,2010,35,561,310,59,24,252,1,103,62,549,5,250,79,38,126,3,1591,159,364,155,326,66,19,5137
Timor,2011,35,611,118,62,27,256,1,116,67,556,5,248,76,45,137,4,1724,172,387,167,348,71,21,5254
Timor,2012,33,652,14,66,29,261,1,127,68,565,6,247,74,49,146,4,1833,182,407,176,364,75,22,5401
Timor,2013,32,683,2,66,30,265,1,131,66,565,6,239,71,51,153,4,1932,190,424,181,373,79,24,5568
Timor,2014,32,707,1,67,31,266,1,137,64,572,6,234,69,54,160,4,2025,198,438,186,382,83,25,5742
Timor,2015,32,740,0,68,32,264,1,143,63,586,6,230,67,56,169,4,2143,207,460,190,392,87,27,5967
Timor,2016,33,765,0,70,34,263,2,148,60,598,6,233,66,58,175,4,2226,214,475,195,402,91,28,6146
Timor,2017,32,786,0,69,35,256,2,151,61,595,7,235,64,60,181,4,2315,221,491,201,414,95,29,6304
Timor,2018,31,807,0,69,36,247,2,155,61,598,7,235,65,61,186,4,2395,227,505,206,423,99,30,6449
Timor,2019,31,824,0,69,37,238,2,159,62,601,7,235,65,63,191,4,2459,233,516,210,431,102,31,6570
Turkey,2009,464,79101,0,576,1658,89,150,6135,269,8572,170,958,606,2262,18957,339,148284,13943,28215,6243,11860,14541,2857,346267
Turkey,2010,452,83964,0,586,1661,112,151,6525,257,8839,172,889,627,2291,19583,344,151565,14439,29141,6325,11987,15007,3017,357947
Turkey,2011,427,87607,0,575,1590,139,163,6702,246,9234,174,846,681,2256,19465,355,153923,15048,30291,6414,12190,15455,3151,366957
Turkey,2012,410,89838,0,611,1600,162,180,6962,255,9895,179,818,757,2273,18908,375,156816,15639,30811,6448,12341,15889,3247,374661
Turkey,2013,401,92577,0,686,1637,178,217,7430,288,11008,192,804,874,2348,18668,415,162746,16310,31653,6557,12637,16387,3381,387477
Turkey,2014,397,95217,0,752,1644,189,269,7815,315,12193,207,786,959,2417,18494,460,166683,16884,32318,6688,12908,16855,3467,397956
Turkey,2015,386,96409,0,766,1599,198,298,7911,325,13117,220,763,1007,2423,18263,468,167148,17206,32185,6762,13028,17371,3488,401831
Turkey,2016,381,98216,0,784,1613,204,342,8007,329,14125,231,755,1066,2461,18491,478,170322,17785,32605,6908,13322,18150,3599,411180
Turkey,2017,372,100727,0,759,1606,210,337,7992,318,14721,235,747,1077,2500,18954,474,173393,18367,33021,7085,13641,18937,3721,419416
Turkey,2018,359,102336,0,722,1614,216,340,7857,299,14748,238,738,1054,2521,19159,462,173727,18665,32718,7192,13831,19393,3743,421932
Turkey,2019,351,104816,0,694,1605,226,345,7749,284,14868,240,732,1043,2585,19699,453,176663,19193,32981,7349,14116,19721,3838,429551
Turkmenistan,2009,86,2617,0,195,194,147,45,373,61,1949,218,192,15,450,494,45,14489,538,377,1731,2045,380,73,26714
Turkmenistan,2010,79,2654,0,176,214,147,43,345,59,1822,192,166,14,430,491,42,14141,537,350,1733,2044,396,73,26148
Turkmenistan,2011,74,2787,0,157,222,126,44,326,63,1761,176,143,14,430,520,42,14609,557,349,1856,2175,415,78,26924
Turkmenistan,2012,66,2903,0,146,206,114,45,306,65,1685,164,118,13,428,547,40,14950,573,347,1965,2291,434,81,27487
Turkmenistan,2013,64,3049,0,138,232,111,45,295,66,1634,156,103,13,435,586,39,15562,602,356,2121,2461,454,85,28607
Turkmenistan,2014,60,3193,0,134,216,114,48,285,66,1571,151,88,12,440,636,39,16113,618,365,2269,2621,474,90,29606
Turkmenistan,2015,58,3293,0,133,207,111,50,279,64,1504,153,83,11,443,674,39,16630,620,375,2352,2703,498,94,30374
Turkmenistan,2016,57,3369,0,133,219,110,55,285,62,1444,162,82,11,444,690,39,17002,652,394,2343,2698,518,98,30867
Turkmenistan,2017,55,3444,0,131,215,109,59,284,60,1383,168,81,11,444,708,38,17309,668,409,2351,2709,538,100,31274
Turkmenistan,2018,54,3551,0,130,214,107,62,284,56,1333,174,78,11,442,737,38,17971,692,429,2370,2734,562,105,32134
Turkmenistan,2019,52,3636,0,129,214,105,66,284,55,1284,180,75,11,440,759,37,18323,712,442,2381,2749,582,108,32624
United Arab Emirates,2009,42,2338,0,157,145,86,510,3242,8,369,45,37,6,516,591,32,3870,702,918,210,325,54,42,14245
United Arab Emirates,2011,45,2755,0,158,134,107,594,3435,8,398,52,40,6,562,683,36,4539,813,1060,250,382,62,48,16167
United Arab Emirates,2012,45,2992,0,158,127,117,629,3507,8,415,55,42,6,580,736,37,4950,870,1136,273,416,67,52,17218
United Arab Emirates,2014,49,3528,0,164,115,136,705,3543,12,425,63,46,7,636,791,40,5590,967,1295,321,481,80,54,19049
United Arab Emirates,2015,50,3853,0,166,109,145,729,3593,12,453,66,48,7,645,873,40,6138,1046,1387,351,524,89,60,20384
United Arab Emirates,2010,44,2536,0,159,142,96,554,3348,8,383,48,39,6,541,635,34,4185,760,988,228,352,58,45,15189
United Arab Emirates,2013,47,3274,0,162,121,126,672,3453,9,429,59,44,6,610,784,39,5358,933,1226,301,455,73,55,18236
United Arab Emirates,2016,51,4209,0,169,102,154,752,3649,12,486,69,51,7,648,962,40,6696,1128,1483,386,573,99,66,21792
United Arab Emirates,2017,52,4592,0,171,96,161,771,3709,12,521,72,54,7,648,1068,41,7314,1223,1582,424,624,111,74,23327
United Arab Emirates,2018,53,5017,0,172,91,163,790,3769,12,558,74,57,7,655,1190,41,7947,1325,1678,464,678,124,82,24947
United Arab Emirates,2019,54,5473,0,174,87,160,805,3833,12,599,76,60,7,664,1325,42,8621,1433,1778,506,734,138,90,26671
Uzbekistan,2009,306,16481,0,1799,872,510,173,4695,266,14484,172,249,50,2900,5322,337,101045,4373,3553,10634,12391,1035,503,182153
Uzbekistan,2010,280,16676,0,1759,873,544,167,4604,208,14113,144,242,46,2957,5521,333,101550,4102,3360,10593,12317,1026,509,181924
Uzbekistan,2011,264,17371,0,1721,819,558,165,4684,243,13892,137,234,45,3125,5893,342,104111,4002,3340,10880,12625,1018,522,185991
Uzbekistan,2012,251,18088,0,1742,885,557,162,4699,204,13583,131,222,45,3335,6331,360,105856,3761,3343,11213,12985,1013,530,189296
Uzbekistan,2013,240,18623,0,1728,893,523,159,4696,220,13157,126,203,47,3473,6616,367,105614,3447,3390,11338,13119,1012,530,189521
Uzbekistan,2014,229,19374,0,1697,814,595,156,4619,227,12754,124,188,48,3616,6985,371,105795,3423,3414,11597,13420,1015,533,190994
Uzbekistan,2015,184,20098,0,1711,909,593,157,4993,232,12435,120,184,41,3743,7329,366,106219,3426,3423,11866,13722,1020,539,193310
Uzbekistan,2016,175,20851,0,1726,988,587,159,4963,233,12053,124,182,41,3869,7598,371,106364,3668,3492,12166,14053,1033,542,195238
Uzbekistan,2017,177,21321,0,1665,942,589,171,4943,234,11568,137,173,41,3822,7776,368,106915,3747,3636,12474,14389,1055,545,196688
Uzbekistan,2018,176,21879,0,1624,953,588,179,4915,229,11155,147,166,41,3800,8003,366,107628,3860,3752,12770,14719,1084,547,198581
Uzbekistan,2019,175,22338,0,1597,974,585,188,4929,228,10787,156,161,41,3793,8154,368,107394,3971,3837,13042,15019,1119,544,199400
Vietnam,2009,1155,80447,432,6157,1612,6728,708,25436,356,21607,743,2279,1418,6969,19625,1108,202621,12926,32102,16044,22443,13733,3243,479892
Vietnam,2011,987,85955,299,6051,1563,7583,777,26173,334,21788,782,2062,1334,7141,21179,1096,211557,14284,32596,17182,23715,14875,3484,502797
Vietnam,2014,890,95150,176,6135,1333,7333,933,25386,300,21646,869,1846,1158,7621,24185,908,222872,16987,33943,19661,26579,16671,3818,536400
Vietnam,2015,870,98218,84,6222,1335,7271,983,25154,286,21572,897,1806,1093,7744,25168,918,225569,17872,34289,20463,27510,17223,3902,546449
Vietnam,2016,839,101684,45,6235,1328,7049,1038,24911,271,21492,928,1774,1029,7878,26317,925,228957,18835,34806,21346,28557,17827,3998,558069
Vietnam,2010,1027,83110,398,6101,1589,6848,740,25950,347,21740,762,2164,1379,7051,20263,1097,207097,13517,32201,16562,23012,14283,3362,490600
Vietnam,2012,954,88853,298,6085,1574,7687,824,26227,321,21788,808,1970,1280,7273,22128,1100,215500,15118,33006,17903,24543,15479,3604,514323
Vietnam,2013,987,91901,217,6076,1582,7502,880,25443,311,21982,839,1888,1221,7442,23104,1113,219272,16026,33414,18747,25506,16048,3710,525211
Vietnam,2017,809,105181,68,6206,1309,6761,1088,24648,256,21460,955,1759,966,7997,27285,930,232646,19713,35312,22272,29680,18405,4084,569790
Vietnam,2018,778,108902,61,6167,1289,6499,1136,24401,244,21408,979,1712,960,8072,28358,933,236471,20621,35785,22975,30515,18959,4177,581402
Vietnam,2019,747,112564,59,6098,1267,6399,1176,24153,234,21345,1000,1672,954,8114,29391,935,240161,21485,36229,23637,31306,19460,4259,592645
Yemen,2009,698,8910,2859,911,658,257,150,10144,2001,7772,58,11514,1670,1175,1163,432,39807,1896,4422,2394,4113,1182,279,104512
Yemen,2010,675,9075,4394,868,656,261,150,9802,1814,7458,57,10538,1545,1130,1197,417,40277,1931,4438,2396,4118,1228,289,105059
Yemen,2011,537,9437,4057,858,649,262,161,9969,1813,7147,59,9849,1463,1171,1256,417,41648,1997,4539,2423,4194,1282,302,105951
Yemen,2012,518,9731,4410,822,661,268,168,9890,1748,6867,61,8602,1348,1185,1310,408,42824,2055,4620,2417,4206,1337,315,106827
Yemen,2013,508,10142,3955,837,672,280,180,10167,1739,6778,63,7741,1279,1232,1375,415,44191,2143,4746,2428,4237,1396,329,107457
Yemen,2014,499,10462,4587,821,1136,285,188,10178,1653,6613,65,6902,1187,1241,1435,412,45318,2215,4825,2419,4231,1453,343,109821
Yemen,2015,509,10900,4196,837,1087,287,201,10522,1659,6585,68,6441,1131,1302,1507,421,47307,2311,4981,2460,4308,1510,357,113261
Yemen,2016,511,11338,4537,843,1684,289,215,10824,1646,6532,71,6560,1079,1362,1587,429,49168,2409,5162,2519,4420,1574,371,116647
Yemen,2017,509,11808,4813,846,1124,325,231,11155,1651,6461,74,7610,1023,1429,1665,437,51491,2505,5368,2607,4576,1638,386,120494
Yemen,2018,482,12293,4519,853,1119,332,249,11557,1750,6350,79,6778,1013,1517,1745,447,53763,2598,5569,2703,4737,1687,401,122541
Yemen,2019,479,12681,5089,843,820,347,261,11717,1705,6289,82,6614,1010,1560,1815,450,55752,2676,5738,2786,4877,1731,413,125735
